i,n_samples,noise,SR,SR_time,TPOT,TPOTSR,AK,AKSR,LR,timeTPOT,timeTPOTSR,timeAK,timeAKSR,meanguess,generations,function_set,epochs,max_TPOT_time,TPOT_maximizer,AK_maximizer,polynomial,n_variables,n_terms,degree,best_pars_coef,y_std,y_mean,y_abs_mean,y_range,r2
654,5000,0.03,0.050539855,41.70652652,0.607652761,0.050620135,0.229775089,0.066722439,2.712397556,605.748235,600.7189786,228.4285035,57.42826104,2.905878949,50,"['add', 'sub', 'mul', 'div']",,10,0.050620135,0.066722439,x2*(x1*x3*x4 + x1*x4 + x3 + 1),4,4,1,0.01,2.8611,0.0207,1.6798,38.307,0.128541386
655,5000,0.03,5.855628666,44.86864257,2.271253342,3.926967079,1.075392764,1.511664274,7.321798264,600.3060827,658.4397423,321.2128365,609.9935918,8.707807395,50,"['add', 'sub', 'mul', 'div']",,10,2.271253342,1.075392764,x1**2*x2*x3**2 + x1*x2**2*x3**2*x4**2 + x1*x4**2 + x4**2,4,4,2,0.005,8.6388,1.5761,4.4229,189.71,0.2929584
656,5000,0.03,1.265865324,41.51495862,1.131233129,0.6974227,0.601105153,0.169404832,9.448748835,605.1049173,609.3970416,393.1741228,265.4934278,9.471216865,50,"['add', 'sub', 'mul', 'div']",,10,0.6974227,0.169404832,x1**3*x2**3 + x1 + x2*x4,4,3,3,0.03,9.2292,0.0702,4.5856,119.41,-0.000177582
657,5000,0.03,0.124970727,47.49407578,2.310571022,0.124938264,0.786566338,0.163499149,10.85109782,609.27775,607.5362842,541.5740368,98.82585382,10.83777186,50,"['add', 'sub', 'mul', 'div']",,10,0.124938264,0.163499149,x1**3*x2*(x2**2 + x3),5,2,3,0.01,9.9164,-0.0801,4.2496,146.54,-0.002472065
658,5000,0.03,0.088340913,39.43246078,0.09222098,0.088518571,0.091782036,0.089542725,1.201075504,602.0202129,603.725554,56.37682605,29.74319696,4.126170075,50,"['add', 'sub', 'mul', 'div']",,10,0.09222098,0.089542725,x1**3 + x1,1,2,3,0.005,4.0978,-0.0047,3.0056,20.288,0.915232332
659,5000,0.03,0.035909761,39.48780107,0.035952695,0.035961468,0.043106889,0.042273685,1.334297374,602.0412445,602.8004601,41.39962816,28.09994578,1.744684849,50,"['add', 'sub', 'mul', 'div']",,10,0.035952695,0.042273685,x2*(x1 + 1),2,2,1,0.005,1.7811,-0.0167,1.2613,11.71,0.414886129
660,5000,0.03,0.06237403,40.51110363,0.41857289,0.062362065,0.221733136,0.075291891,3.016577033,601.4900341,603.0490136,182.4655843,95.23260665,3.616535392,50,"['add', 'sub', 'mul', 'div']",,10,0.062362065,0.075291891,x3**2*x4*(x1*x4 + 1),4,2,2,0.005,4.2014,-0.0783,2.0805,60.936,0.304237603
661,5000,0.03,3.97735531,46.40217161,3.005256742,3.026474854,1.74329683,2.103629088,4.813264159,614.4844806,603.6296768,517.5463109,470.417532,5.074373681,50,"['add', 'sub', 'mul', 'div']",,10,3.026474854,2.103629088,x1**2*x2*x3**2*x4*x5 + x1**2*x5 + x1*x2*x4**2 + x2,5,4,2,0.005,5.4334,-0.0575,3.0047,116.21,0.100102816
662,5000,0.03,0.148253875,46.52094769,0.147948401,0.147922102,0.147867809,0.148369783,0.148461018,600.8200068,602.2189975,30.90622211,19.17323089,5.667402077,50,"['add', 'sub', 'mul', 'div']",,10,0.147922102,0.147867809,5*x1,1,5,1,0.005,5.7534,-0.0832,5.0009,20.391,0.999313677
663,5000,0.03,0.122413856,39.11883569,0.122402923,0.122377982,0.130107272,0.129638852,0.122391719,610.8734045,600.8314712,25.3578279,31.6717484,4.575311554,50,"['add', 'sub', 'mul', 'div']",,10,0.122377982,0.129638852,4*x1,1,4,1,0.005,4.6191,0.0074,4.0014,16.443,0.999284389
664,5000,0.03,0.088323658,41.44500017,0.088360669,0.088361153,0.105650276,0.092871512,1.334030636,602.3182507,601.3199008,78.28912044,35.65255809,3.456867936,50,"['add', 'sub', 'mul', 'div']",,10,0.088360669,0.092871512,x1*x2 + 2*x1 + 2*x2,2,5,1,0.005,3.5555,0.0117,2.9301,16.085,0.850867556
665,5000,0.03,0.092879644,41.45214725,0.093158544,0.092948397,0.133131984,0.099897646,4.089657937,602.7853544,603.6194756,76.64469528,40.51434135,4.269413161,50,"['add', 'sub', 'mul', 'div']",,10,0.093158544,0.099897646,x3*(3*x1 + 1),3,4,1,0.005,4.1599,0.0749,3.0953,27.416,0.082075698
666,5000,0.03,0.139847986,44.88963532,0.181481764,0.139833871,0.18550981,0.145260822,2.885469197,602.3501213,600.172009,64.62526798,43.23274755,6.205067619,50,"['add', 'sub', 'mul', 'div']",,10,0.181481764,0.145260822,2*x1**3 + x1**2 + x2**2,2,4,3,0.05,6.2788,2.7158,4.6643,35.885,0.782803707
667,5000,0.03,0.160928853,46.43916965,0.578583443,0.161096865,0.646157904,0.178327326,10.00294261,602.8782625,602.7914329,291.8148813,144.2728832,10.11164625,50,"['add', 'sub', 'mul', 'div']",,10,0.161096865,0.178327326,x1**3*x2**3 + x1*x2 + x1 + x2,3,4,3,0.02,10.343,-0.2843,5.3444,129.79,0.020821709
668,5000,0.03,0.115740291,40.46542883,0.115948425,0.116674723,0.117517836,0.116717089,0.11595078,616.8609478,600.9924107,21.63662291,28.01585746,4.602432665,50,"['add', 'sub', 'mul', 'div']",,10,0.115948425,0.116717089,4*x1,1,4,1,0.05,4.666,0.0485,4.054,16.55,0.999363721
669,5000,0.03,8.623408722,39.39734674,4.114643278,3.645665526,1.758130722,2.40082033,10.13424126,601.0988679,605.8056498,654.0490274,719.0436802,10.1342308,50,"['add', 'sub', 'mul', 'div']",,10,4.114643278,2.40082033,x1**3*x2**2*x3*x4**2 + x1,4,2,3,0.005,11.597,0.1882,4.1134,274.56,-0.000163458
670,5000,0.03,2.645740696,41.7650826,1.058971859,1.023169499,0.591515568,0.607523701,2.944059641,616.032609,612.5514092,347.759402,284.728899,2.947966555,50,"['add', 'sub', 'mul', 'div']",,10,1.058971859,0.591515568,x4*(x1*x2*x3*x5 + x2 + x3*x5),5,3,1,0.005,2.8405,0.0174,1.7635,39.798,0.002579691
671,5000,0.03,2.976630393,42.33917475,0.988153364,1.232194457,0.452897432,0.486329176,3.579852538,603.6461871,601.0765586,679.9239168,680.3654649,3.961393506,50,"['add', 'sub', 'mul', 'div']",,10,1.232194457,0.452897432,x3*(x1*x2**2*x4 + x2*x3 + x3),4,3,2,0.005,3.7579,1.3725,2.384,57.56,0.183279466
672,5000,0.03,1.632067614,41.35671067,0.084229629,0.490918049,0.169508127,0.183998159,2.644360098,601.4943869,602.3905532,228.9406526,234.7819724,3.113758096,50,"['add', 'sub', 'mul', 'div']",,10,0.084229629,0.183998159,x1*x2*x3 + x1*x4 + x2*x3*x4 + x2 + x3,4,5,1,0.005,3.0449,0.0064,2.2478,33.16,0.278732211
673,5000,0.03,11.87325666,42.98594499,7.821946027,9.56668469,7.126694574,7.692255571,14.36584802,600.6628091,609.2603624,436.6174862,733.3592305,15.94426234,50,"['add', 'sub', 'mul', 'div']",,10,7.821946027,7.692255571,x5*(x1**3*x2**2*x3**2*x4 + x2**2*x4**3*x5 + x3**3*x4**2*x5 + 1),5,4,3,0.005,19.413,-0.0606,8.0264,689.78,0.186635329
674,5000,0.03,0.092617648,41.39605498,0.092622674,0.092612308,0.093867045,0.093416044,0.092611686,601.766572,606.7847443,20.01473904,26.45326018,3.38150919,50,"['add', 'sub', 'mul', 'div']",,10,0.092612308,0.093416044,3*x1,1,3,1,0.005,3.443,-0.0128,2.9831,12.385,0.999244866
675,5000,0.03,1.560958361,40.38580275,0.490077211,0.330114837,0.213779489,0.152386506,4.741407503,601.1430819,602.92327,133.9294524,177.3295577,4.740818771,50,"['add', 'sub', 'mul', 'div']",,10,0.330114837,0.152386506,x3*(x1*x2**2 + x1*x2 + x2**2*x3 + x2 + x3),3,5,2,0.005,4.6914,3.114,3.4027,45.935,-0.001246075
676,5000,0.03,0.073502626,42.59298873,0.425226985,0.073478049,0.184353391,0.084360115,3.194162646,603.6476378,611.0975895,234.536135,57.47747254,3.926725095,50,"['add', 'sub', 'mul', 'div']",,10,0.073478049,0.084360115,x2*(x1**2*x2*x3 + x2 + 1),3,3,2,0.005,4.1234,1.3538,2.4799,49.559,0.337916066
677,5000,0.03,3.749494466,40.29681444,2.039956089,2.083874525,0.843007112,1.218355734,5.102653563,609.9067752,604.8172493,676.6263707,702.5067005,5.419731317,50,"['add', 'sub', 'mul', 'div']",,10,2.039956089,0.843007112,x1*(x2**2*x3**2*x5 + x2**2*x4**2 + x4*x5),5,3,2,0.02,5.5452,0.0865,2.9047,118.26,0.111630256
678,5000,0.03,0.091769579,46.22653913,0.1674175,0.091706628,0.152329718,0.101956194,3.86937,602.1058455,602.7238579,250.0101056,44.56273055,5.420467443,50,"['add', 'sub', 'mul', 'div']",,10,0.091706628,0.101956194,x2*(x1**3*x2 + 1),2,2,3,0.03,5.6062,-0.0121,3.0599,62.655,0.489530577
679,5000,0.03,11.10650609,40.74193072,6.773634252,8.178796729,5.331372876,4.572274536,10.84163533,607.5754786,601.5674276,457.7189834,712.4939866,11.43913537,50,"['add', 'sub', 'mul', 'div']",,10,8.178796729,4.572274536,x2*x4*x5*(x1**2*x2*x3**2*x4 + x1**2*x2*x5 + x1*x3*x4 + x2*x3*x4),5,4,2,0.01,14.997,-0.4405,4.7748,402,0.100677341
680,5000,0.03,0.080557468,44.21367598,0.113580487,0.080466419,0.106235742,0.099853385,2.623444691,617.097857,604.5541992,140.4348013,53.16710424,3.67900574,50,"['add', 'sub', 'mul', 'div']",,10,0.113580487,0.099853385,2*x1*x2 + 2*x1 + x2,2,5,1,0.005,3.7459,0.0586,2.7767,23.562,0.491320376
681,5000,0.03,0.121564803,44.35504866,0.121870977,0.121643282,0.121811129,0.121748255,0.121626177,601.0156732,600.7394817,39.87021184,46.71438575,4.635723285,50,"['add', 'sub', 'mul', 'div']",,10,0.121870977,0.121811129,4*x1,1,4,1,0.005,4.5908,0.0569,3.9654,16.371,0.999308354
682,5000,0.03,0.060142453,44.85610056,0.060270743,0.060214995,0.065559545,0.06563202,0.060253054,600.9688339,600.3886847,79.17713356,48.09158802,2.315497445,50,"['add', 'sub', 'mul', 'div']",,10,0.060214995,0.065559545,2*x1,4,2,2,0.005,2.3124,0.0718,2.0108,8.2154,0.999322274
683,5000,0.03,2.240617945,42.07582831,0.460830991,0.386927678,0.283460837,0.245838226,4.003988121,602.866065,611.5551081,385.247293,221.1663616,3.995004525,50,"['add', 'sub', 'mul', 'div']",,10,0.386927678,0.245838226,x1**2*x2**2 + x2**2 + x3**2 + x4**2,4,4,2,0.005,3.9001,5.8039,5.8044,22.886,-0.00461284
684,5000,0.03,0.154098306,44.57203817,0.154190105,0.154187694,0.169628944,0.161818231,3.343872382,601.4751625,603.9214394,215.5119371,62.756814,7.474090314,50,"['add', 'sub', 'mul', 'div']",,10,0.154190105,0.161818231,x1*(2*x1**2 + 2*x1 + 1),1,5,3,0.04,7.6557,2.8238,5.1773,36.429,0.79961862
685,5000,0.03,2.664368391,48.40699482,1.458832498,0.794156151,0.650239709,0.429727182,3.341839246,600.4726481,605.9645028,656.0879369,429.7965415,3.340826052,50,"['add', 'sub', 'mul', 'div']",,10,0.794156151,0.429727182,x1*x2*x4*(x3*x5 + x3 + x5),5,3,1,0.005,3.3818,0.0554,1.6935,63.785,-0.001603729
686,5000,0.03,0.060515602,46.5003233,0.060496878,0.060495617,0.061243926,0.061152252,0.060495617,600.7653298,601.1467381,37.34461999,36.45193195,2.279683291,50,"['add', 'sub', 'mul', 'div']",,10,0.060495617,0.061152252,2*x1,1,2,1,0.005,2.3223,0.0184,2.0173,8.2037,0.999295385
687,5000,0.03,3.944463686,49.54249167,1.202858045,1.371196329,0.60401676,0.791261941,5.499529691,602.7050424,607.4378216,266.4139805,299.0081918,5.498359086,50,"['add', 'sub', 'mul', 'div']",,10,1.202858045,0.791261941,x1**2*x2*(x2*x5**2 + x4),5,2,2,0.005,5.7768,2.3472,2.8202,77.364,-0.002083691
688,5000,0.03,0.123507781,52.96261692,0.125158386,0.123550427,0.138464345,0.138712655,2.707640551,600.8537884,602.3168364,99.59839082,84.55340958,5.678559183,50,"['add', 'sub', 'mul', 'div']",,10,0.125158386,0.138712655,x1*(x1**2 + 2*x1 + 2),1,5,3,0.03,5.7217,2.6332,3.9868,24.407,0.772643235
689,5000,0.03,0.099497046,53.56084132,0.099849295,0.099727786,0.131064133,0.12376309,3.954585587,600.2912686,600.942251,80.26608229,72.77207088,4.53901649,50,"['add', 'sub', 'mul', 'div']",,10,0.099849295,0.12376309,x1*(3*x2 + 2),2,5,1,0.03,4.6023,0.0218,3.3294,31.015,0.240929439
690,5000,0.03,0.089889848,48.68751383,0.093125587,0.089879522,0.097822081,0.09563963,2.709697099,609.9978449,600.7475441,96.01280665,53.45566034,4.715022739,50,"['add', 'sub', 'mul', 'div']",,10,0.093125587,0.09563963,x1*(x1**2 + 2*x1 + 1),1,4,3,0.04,4.781,2.6492,2.999,20.213,0.669654763
691,5000,0.03,0.061424881,44.85439587,0.06143581,0.061618942,0.061886483,0.061546888,0.061435475,600.7372358,601.0609426,39.21976018,38.45312238,2.366314838,50,"['add', 'sub', 'mul', 'div']",,10,0.06143581,0.061546888,2*x1,1,2,1,0.005,2.3336,-0.0138,2.0282,8.2326,0.999325315
692,5000,0.03,0.107587645,58.71568727,0.215283101,0.107646149,0.146812432,0.115222811,5.339331625,617.8576739,602.0925341,218.1910136,122.6877728,5.336486393,50,"['add', 'sub', 'mul', 'div']",,10,0.215283101,0.115222811,x1*x2*(2*x1*x2 + 1),2,3,2,0.03,5.5222,3.5812,3.6216,33.836,-0.002539494
693,5000,0.03,0.079742947,52.43233085,0.082237204,0.079866914,0.084156284,0.084633012,2.397485656,601.8658488,600.5081916,111.9707465,45.73277283,2.396469259,50,"['add', 'sub', 'mul', 'div']",,10,0.082237204,0.084633012,2*x1**2,1,2,2,0.005,2.3737,2.642,2.6464,8.3793,-0.001066141
694,5000,0.03,0.066513724,51.98358607,0.246027475,0.066536037,0.107652392,0.072954312,3.048876933,604.2020984,618.5019486,265.263063,81.43891668,3.323298643,50,"['add', 'sub', 'mul', 'div']",,10,0.246027475,0.072954312,x1*(x2*x3 + 2*x2 + 1),3,4,1,0.005,3.2513,-0.0916,2.1997,30.334,0.15805497
695,5000,0.03,0.120948154,51.68577099,0.17535874,0.120957145,0.140788784,0.134760602,5.33039144,600.1620886,601.3894053,153.2969525,90.32449079,5.32582604,50,"['add', 'sub', 'mul', 'div']",,10,0.17535874,0.134760602,4*x1*x2,2,4,1,0.01,5.326,0.0355,4.0103,31.06,-0.004616356
696,5000,0.03,0.099571741,47.13276505,0.617030687,0.099639114,0.295603363,0.115695542,3.659756199,601.2682257,601.76511,485.482394,95.49729609,4.158387997,50,"['add', 'sub', 'mul', 'div']",,10,0.617030687,0.115695542,x1**2*x2*x3**2 + x1*x2**2 + x1*x2*x3**2 + x2**2 + x3**2,3,5,2,0.04,4.8656,2.6181,3.3285,74.354,0.211155037
697,5000,0.03,0.067673998,51.04924154,0.069594929,0.067750645,0.084662975,0.071379633,2.402310248,605.275353,614.1608534,235.4190593,70.77587485,3.348863208,50,"['add', 'sub', 'mul', 'div']",,10,0.067750645,0.071379633,x2*(x1**2 + x1*x2 + x2),2,3,3,0.005,3.1706,1.3769,2.2123,29.646,0.485002892
698,5000,0.03,9.385470492,49.76374578,3.798147017,5.382482005,1.74756701,2.238050841,9.160798689,638.7877605,600.9744561,800.3361866,807.8634169,10.65322966,50,"['add', 'sub', 'mul', 'div']",,10,3.798147017,1.74756701,x1*(x1*x2**2*x3**2*x4 + x1*x2**2*x3*x4**2 + x1*x4 + x2*x3**2 + x4**2),4,5,2,0.005,11.178,-0.0392,4.4113,345.56,0.259565585
699,5000,0.03,1.60194291,41.9912591,0.285575303,0.117232805,0.133058099,0.129808083,2.94879113,601.8035047,602.3294458,195.8596075,238.4279249,3.143107584,50,"['add', 'sub', 'mul', 'div']",,10,0.285575303,0.133058099,x1*x2*x3 + x2 + 2*x3**2,3,4,2,0.005,3.0838,2.5996,3.0045,21.021,0.117450401
700,5000,0.03,0.112029089,49.002949,0.23793654,0.112139612,0.163605677,0.126317715,4.491272279,627.0700288,601.1422791,254.2284796,48.23144412,6.663523778,50,"['add', 'sub', 'mul', 'div']",,10,0.23793654,0.126317715,x1*(x1**2*x2**2 + x1*x2 + x1 + x2 + 1),2,5,3,0.02,6.7019,1.3436,3.7307,80.5,0.545491745
701,5000,0.03,0.082217076,44.69397449,1.173522753,0.082221613,0.964087859,0.133300527,6.675390704,632.0845959,606.1666121,285.7004118,102.6402254,6.92537399,50,"['add', 'sub', 'mul', 'div']",,10,1.173522753,0.133300527,x1*x2**2*x3**2*(x2 + 1),3,2,3,0.005,7.4811,0.0763,2.8188,140.01,0.070818095
702,5000,0.03,0.092560613,49.20086718,0.848052556,0.092575482,0.260447454,0.102113669,4.881694852,751.7769847,600.4672687,292.7142215,90.01595473,5.590170818,50,"['add', 'sub', 'mul', 'div']",,10,0.848052556,0.102113669,x1*(x1*x2**2 + x1*x3 + x2**2*x3**2 + x2),3,4,2,0.01,5.1749,1.8632,3.0984,63.246,0.236116877
703,5000,0.03,0.113627445,50.46649981,0.523511182,0.113537686,0.664586299,0.139561109,8.392013419,600.7005548,602.421505,329.9209952,104.6723871,8.388998017,50,"['add', 'sub', 'mul', 'div']",,10,0.113537686,0.139561109,x1**2*x2*(x1*x2**2 + 1),2,2,3,0.02,8.9102,-0.1634,3.8796,130.73,-0.003186457
704,5000,0.03,0.049440687,44.38430023,0.060600971,0.04945829,0.059854611,0.054113627,1.222514326,622.1164479,605.5532262,40.4195919,35.12286782,1.681765127,50,"['add', 'sub', 'mul', 'div']",,10,0.060600971,0.054113627,x1 + x3**2,3,2,2,0.005,1.6649,1.3483,1.727,7.9915,0.471515563
705,5000,0.03,8.955216817,42.80218196,5.551926516,3.500814744,2.603221998,2.678382018,10.54459997,609.1047189,607.3375773,518.6253417,487.013746,11.58367118,50,"['add', 'sub', 'mul', 'div']",,10,3.500814744,2.603221998,x5*(x1**2*x2**3*x5 + x1*x2*x3*x4 + x3**3*x4**2),5,3,3,0.02,11.683,0.0848,5.6451,231.21,0.168052259
706,5000,0.03,0.120468835,43.64518952,0.120525896,0.120475944,0.149184026,0.128269292,5.442804897,604.12766,611.9209592,96.85415912,66.46974158,5.509989624,50,"['add', 'sub', 'mul', 'div']",,10,0.120475944,0.128269292,x1*(4*x2 + 1),2,5,1,0.005,5.4625,0.0514,4.0743,34.358,0.023306014
707,5000,0.03,5.025646298,46.38479352,1.784923011,2.53588105,1.136695441,1.015126595,7.380133019,604.0286927,601.3282757,474.3880076,419.9710782,7.510654616,50,"['add', 'sub', 'mul', 'div']",,10,1.784923011,1.015126595,x2**3*x3 + x2*x4**2 + x3**2*x4*x5**3,5,3,3,0.03,7.5061,0.0259,4.3175,108.27,0.033654667
708,5000,0.03,0.07138043,44.15240097,0.071811415,0.071387742,0.084391739,0.07637494,2.926179156,604.9433806,601.298321,81.80067635,42.13757753,3.131064917,50,"['add', 'sub', 'mul', 'div']",,10,0.071811415,0.07637494,x1*(x1 + 2*x2 + 1),2,4,2,0.02,3.1602,1.3957,2.3901,19.397,0.124876161
709,5000,0.03,0.102667623,41.81732273,0.103281255,0.102835074,0.13584318,0.109273371,4.599446681,603.3287153,602.6073613,306.2746975,51.37925863,5.793758931,50,"['add', 'sub', 'mul', 'div']",,10,0.103281255,0.109273371,x1*(x1*x2**2 + 2*x1*x2 + x1 + 1),2,5,2,0.005,5.5144,3.1581,3.4602,39.435,0.365750581
710,5000,0.03,0.069720395,43.93707108,0.343796149,0.06985286,0.191697794,0.088923343,3.760480201,602.2260644,601.3824508,119.2151198,82.84554648,3.752426497,50,"['add', 'sub', 'mul', 'div']",,10,0.343796149,0.088923343,x1*(2*x2*x3 + x2 + x3),3,4,1,0.01,3.7016,0.0225,2.3385,43.081,-0.006810903
711,5000,0.03,0.058745851,40.44511247,0.058743494,0.058795862,0.076254834,0.066710675,2.643000108,601.0038142,602.2514625,44.72839761,30.2709415,2.643889415,50,"['add', 'sub', 'mul', 'div']",,10,0.058795862,0.066710675,2*x1*x2,2,2,1,0.005,2.6682,-0.058,1.9911,15.483,0.000344401
712,5000,0.03,2.961576154,49.03981853,2.352485972,2.49469851,1.507419054,1.157847733,4.914615557,606.3746605,600.6896675,631.913682,513.3607733,5.251329064,50,"['add', 'sub', 'mul', 'div']",,10,2.49469851,1.157847733,x4*(x1**2*x4 + x1*x2*x3**2*x5 + x2**2*x4*x5 + x5),5,4,2,0.005,5.7363,1.7548,3.3747,107.21,0.123660125
713,5000,0.03,0.052146098,40.65396166,0.052215298,0.052134206,0.071140126,0.060995845,1.192112659,605.8867035,603.0756063,56.3592844,51.49127126,1.657817147,50,"['add', 'sub', 'mul', 'div']",,10,0.052134206,0.060995845,x1 + x3**2,4,2,3,0.005,1.6667,1.3405,1.7229,8.0352,0.482915519
714,5000,0.03,0.041363749,42.19566298,0.114638294,0.041380235,0.06129415,0.045705594,1.304688424,637.8418801,601.5195532,79.33392692,61.69796753,1.775700337,50,"['add', 'sub', 'mul', 'div']",,10,0.114638294,0.045705594,x1*x3 + x2,3,2,1,0.005,1.7828,-0.0087,1.4408,11.006,0.455980574
715,5000,0.03,0.069051978,41.88734961,0.06921869,0.068995188,0.081767979,0.07180614,1.886021814,601.4484978,600.202719,55.70930886,36.41750979,3.350140314,50,"['add', 'sub', 'mul', 'div']",,10,0.06921869,0.07180614,x2*(x1**2 + x1 + 1),2,3,2,0.005,3.3168,0.0097,2.352,26.61,0.683052976
716,5000,0.03,0.115489151,49.14514041,0.174675611,0.115590401,0.130840252,0.120735052,2.931772838,606.6957932,605.0861754,109.3391376,32.24973392,5.291391677,50,"['add', 'sub', 'mul', 'div']",,10,0.174675611,0.120735052,2*x1**2*x2 + x1**2 + x1 + x2,2,5,2,0.02,5.2235,1.3322,3.8214,37.824,0.691601607
717,5000,0.03,0.153693273,49.17566872,0.153486179,0.153649843,0.153830419,0.154434319,0.153644263,602.4534607,601.1253638,29.2381196,28.61698294,5.914962434,50,"['add', 'sub', 'mul', 'div']",,10,0.153486179,0.153830419,5*x1,1,5,1,0.02,5.8437,-0.08,5.0953,20.463,0.99932483
718,5000,0.03,5.675888203,41.20380545,2.658540915,3.16003809,1.694632899,2.192749651,5.953885486,605.1563771,606.8340597,497.1279933,451.1166337,6.429953887,50,"['add', 'sub', 'mul', 'div']",,10,3.16003809,1.694632899,x1**2*x2*x3*x4**2*x5 + x1**2*x4**2*x5 + x1*x2**2*x3*x4**2 + x3,5,4,2,0.02,7.5188,-0.0842,3.4474,221.31,0.142402558
719,5000,0.03,10.79787686,55.3208611,11.38980212,9.106761715,8.351732928,6.165450769,22.99846729,602.4035227,612.4696426,796.4092386,640.113528,23.47672374,50,"['add', 'sub', 'mul', 'div']",,10,11.38980212,6.165450769,x1**3*x2**3*x3**2 + x1**3*x2*x3*x4**3 + x1**3 + x1**2*x2**2*x3*x4**2 + x3**3*x4**2,4,5,3,0.005,23.44,-0.222,9.4284,735.62,0.039804077
720,5000,0.03,0.12049543,46.17484498,0.120621959,0.120611437,0.121241239,0.121941143,0.120714253,601.2786465,600.464515,40.8168819,35.74916267,4.771883669,50,"['add', 'sub', 'mul', 'div']",,10,0.120621959,0.121941143,4*x1,1,4,1,0.02,4.6299,0.0117,4.0004,16.467,0.999359715
721,5000,0.03,1.150533737,45.04084563,0.923341161,0.145929119,0.486372163,0.102838282,3.62762986,600.2704673,607.1007638,668.2910922,71.26465869,3.818470483,50,"['add', 'sub', 'mul', 'div']",,10,0.923341161,0.102838282,2*x1*x2*x3*x4 + x1*x2*x4 + x3,4,4,1,0.02,3.901,-0.0232,2.4201,51.968,0.097209196
722,5000,0.03,0.150603002,53.68928719,0.156750852,0.150154889,0.166229143,0.150894464,3.373405074,602.4863517,609.6277478,86.33033895,44.46195221,7.356588651,50,"['add', 'sub', 'mul', 'div']",,10,0.156750852,0.150894464,x1*(2*x1**2 + 2*x1 + 1),1,5,3,0.02,7.5528,2.8525,5.0874,36.163,0.789317557
723,5000,0.03,0.09171684,49.09818149,0.091694194,0.091704052,0.093421314,0.093008759,0.091728939,640.0599084,609.3098137,28.03416944,33.80996156,3.438934615,50,"['add', 'sub', 'mul', 'div']",,10,0.091704052,0.093008759,3*x1,1,3,1,0.01,3.4927,-0.0047,3.026,12.342,0.999288482
724,5000,0.03,9.125780924,45.81538129,5.107290287,5.623092314,3.467922517,3.401720466,9.657392952,601.1509595,600.817311,996.6933246,592.3837445,10.08436055,50,"['add', 'sub', 'mul', 'div']",,10,5.623092314,3.467922517,x1*x2**2*x3**2*x4*x5**2 + x2**2*x3*x4**2*x5 + x2**2*x4 + x2*x3 + x4,5,5,2,0.01,9.0162,0.1648,4.2728,226.85,0.082248039
725,5000,0.03,0.074063975,47.33982706,0.146990256,0.074031625,0.179233301,0.084947781,3.428281444,610.2866447,604.5432115,279.5359182,74.31961584,3.669107543,50,"['add', 'sub', 'mul', 'div']",,10,0.074031625,0.084947781,x1*(x2*x4 + x2 + 2*x3*x4 + 1),4,5,1,0.005,3.6708,-0.1108,2.4713,44.459,0.126898884
726,5000,0.03,2.654898407,48.03898406,1.119685827,0.913044878,0.90061348,0.417211626,6.422896209,600.1905816,600.8999002,320.2348599,498.123898,6.916530686,50,"['add', 'sub', 'mul', 'div']",,10,1.119685827,0.417211626,x1**2*(x1 + x2*x3**3),3,2,3,0.005,7.0113,0.0149,3.7117,105.9,0.137645982
